a,b,c,y,ds
2017,3,13,1.69,13-03-2017
2017,3,14,5.11,14-03-2017
2017,3,15,10.71,15-03-2017
2017,3,16,1.06,16-03-2017
2017,3,17,0.19,17-03-2017
2017,3,18,0.1,18-03-2017
2017,3,19,0.06,19-03-2017
2017,3,20,1.75,20-03-2017
2017,3,21,4.76,21-03-2017
2017,3,22,0,22-03-2017
2017,3,23,0,23-03-2017
2017,3,24,0,24-03-2017
2017,3,25,0,25-03-2017
2017,3,26,0,26-03-2017
2017,3,27,0,27-03-2017
2017,3,28,0,28-03-2017
2017,3,29,0,29-03-2017
2017,3,30,0,30-03-2017
2017,3,31,0.04,31-03-2017
2017,4,1,0,01-04-2017
2017,4,2,0,02-04-2017
2017,4,3,0.01,03-04-2017
2017,4,4,0,04-04-2017
2017,4,5,0,05-04-2017
2017,4,6,0.18,06-04-2017
2017,4,7,0.28,07-04-2017
2017,4,8,0,08-04-2017
2017,4,9,0.06,09-04-2017
2017,4,10,0.01,10-04-2017
2017,4,11,0.3,11-04-2017
2017,4,12,0.17,12-04-2017
2017,4,13,0.09,13-04-2017
2017,4,14,0.08,14-04-2017
2017,4,15,0,15-04-2017
2017,4,16,0.07,16-04-2017
2017,4,17,0.06,17-04-2017
2017,4,18,0.08,18-04-2017
2017,4,19,0.06,19-04-2017
2017,4,20,0.57,20-04-2017
2017,4,21,0.78,21-04-2017
2017,4,22,1.27,22-04-2017
2017,4,23,0.65,23-04-2017
2017,4,24,0.12,24-04-2017
2017,4,25,0.09,25-04-2017
2017,4,26,1.51,26-04-2017
2017,4,27,0.22,27-04-2017
2017,4,28,0,28-04-2017
2017,4,29,0.1,29-04-2017
2017,4,30,0.81,30-04-2017
2017,5,1,2.34,01-05-2017
2017,5,2,6.27,02-05-2017
2017,5,3,2.1,03-05-2017
2017,5,4,0.44,04-05-2017
2017,5,5,0.62,05-05-2017
2017,5,6,6.2,06-05-2017
2017,5,7,3.52,07-05-2017
2017,5,8,1.59,08-05-2017
2017,5,9,1.71,09-05-2017
2017,5,10,1.73,10-05-2017
2017,5,11,0.38,11-05-2017
2017,5,12,9.67,12-05-2017
2017,5,13,9.76,13-05-2017
2017,5,14,2.69,14-05-2017
2017,5,15,0.07,15-05-2017
2017,5,16,0.08,16-05-2017
2017,5,17,2,17-05-2017
2017,5,18,9.28,18-05-2017
2017,5,19,0.13,19-05-2017
2017,5,20,11.83,20-05-2017
2017,5,21,2.37,21-05-2017
2017,5,22,4.24,22-05-2017
2017,5,23,0.48,23-05-2017
2017,5,24,1.1,24-05-2017
2017,5,25,1.78,25-05-2017
2017,5,26,0.61,26-05-2017
2017,5,27,3.06,27-05-2017
2017,5,28,4.54,28-05-2017
2017,5,29,1,29-05-2017
2017,5,30,0.46,30-05-2017
2017,5,31,5.44,31-05-2017
2017,6,1,3.45,01-06-2017
2017,6,2,4.69,02-06-2017
2017,6,3,0.12,03-06-2017
2017,6,4,0.39,04-06-2017
2017,6,5,4.49,05-06-2017
2017,6,6,1.49,06-06-2017
2017,6,7,5.16,07-06-2017
2017,6,8,0.03,08-06-2017
2017,6,9,0.34,09-06-2017
2017,6,10,0.67,10-06-2017
2017,6,11,0.1,11-06-2017
2017,6,12,0.29,12-06-2017
2017,6,13,0.14,13-06-2017
2017,6,14,7.64,14-06-2017
2017,6,15,1.56,15-06-2017
2017,6,16,4.64,16-06-2017
2017,6,17,1.74,17-06-2017
2017,6,18,0.09,18-06-2017
2017,6,19,1.99,19-06-2017
2017,6,20,1.21,20-06-2017
2017,6,21,0.15,21-06-2017
2017,6,22,0.54,22-06-2017
2017,6,23,0.59,23-06-2017
2017,6,24,0.87,24-06-2017
2017,6,25,0.67,25-06-2017
2017,6,26,1.9,26-06-2017
2017,6,27,1.46,27-06-2017
2017,6,28,0.32,28-06-2017
2017,6,29,0.06,29-06-2017
2017,6,30,0.11,30-06-2017
2017,7,1,0.21,01-07-2017
2017,7,2,0.55,02-07-2017
2017,7,3,2.13,03-07-2017
2017,7,4,0.23,04-07-2017
2017,7,5,0.07,05-07-2017
2017,7,6,0.89,06-07-2017
2017,7,7,0.14,07-07-2017
2017,7,8,1.97,08-07-2017
2017,7,9,8.83,09-07-2017
2017,7,10,0.51,10-07-2017
2017,7,11,0.1,11-07-2017
2017,7,12,0.12,12-07-2017
2017,7,13,0.88,13-07-2017
2017,7,14,0.02,14-07-2017
2017,7,15,0.03,15-07-2017
2017,7,16,0.02,16-07-2017
2017,7,17,0.15,17-07-2017
2017,7,18,0.48,18-07-2017
2017,7,19,0.61,19-07-2017
2017,7,20,0.3,20-07-2017
2017,7,21,0.17,21-07-2017
2017,7,22,0.05,22-07-2017
2017,7,23,0.01,23-07-2017
2017,7,24,0,24-07-2017
2017,7,25,0,25-07-2017
2017,7,26,0.02,26-07-2017
2017,7,27,2.7,27-07-2017
2017,7,28,0.79,28-07-2017
2017,7,29,6.63,29-07-2017
2017,7,30,8.48,30-07-2017
2017,7,31,13.45,31-07-2017
2017,8,1,8.56,01-08-2017
2017,8,2,7.61,02-08-2017
2017,8,3,0.68,03-08-2017
2017,8,4,0.28,04-08-2017
2017,8,5,0.37,05-08-2017
2017,8,6,0.57,06-08-2017
2017,8,7,3.9,07-08-2017
2017,8,8,10.93,08-08-2017
2017,8,9,8.78,09-08-2017
2017,8,10,4.83,10-08-2017
2017,8,11,1.13,11-08-2017
2017,8,12,4.14,12-08-2017
2017,8,13,17.08,13-08-2017
2017,8,14,16.64,14-08-2017
2017,8,15,5.01,15-08-2017
2017,8,16,1.51,16-08-2017
2017,8,17,2.18,17-08-2017
2017,8,18,3.61,18-08-2017
2017,8,19,0.22,19-08-2017
2017,8,20,0.95,20-08-2017
2017,8,21,0.68,21-08-2017
2017,8,22,0.06,22-08-2017
2017,8,23,4.12,23-08-2017
2017,8,24,5.61,24-08-2017
2017,8,25,0.1,25-08-2017
2017,8,26,0.52,26-08-2017
2017,8,27,0.75,27-08-2017
2017,8,28,1.9,28-08-2017
2017,8,29,0.63,29-08-2017
2017,8,30,12.29,30-08-2017
2017,8,31,1.33,31-08-2017
2017,9,1,27.5,01-09-2017
2017,9,2,23.37,02-09-2017
2017,9,3,1.85,03-09-2017
2017,9,4,18.82,04-09-2017
2017,9,5,6.88,05-09-2017
2017,9,6,4.54,06-09-2017
2017,9,7,3.69,07-09-2017
2017,9,8,30.08,08-09-2017
2017,9,9,8.18,09-09-2017
2017,9,10,2.85,10-09-2017
2017,9,11,1.01,11-09-2017
2017,9,12,3.19,12-09-2017
2017,9,13,11.43,13-09-2017
2017,9,14,3.67,14-09-2017
2017,9,15,0.51,15-09-2017
2017,9,16,3.12,16-09-2017
2017,9,17,7.48,17-09-2017
2017,9,18,0.55,18-09-2017
2017,9,19,0.14,19-09-2017
2017,9,20,0.05,20-09-2017
2017,9,21,0.04,21-09-2017
2017,9,22,0.01,22-09-2017
2017,9,23,0.16,23-09-2017
2017,9,24,5.99,24-09-2017
2017,9,25,4.46,25-09-2017
2017,9,26,7.16,26-09-2017
2017,9,27,3.05,27-09-2017
2017,9,28,3.15,28-09-2017
2017,9,29,0.1,29-09-2017
2017,9,30,0.3,30-09-2017
2017,10,1,0.26,01-10-2017
2017,10,2,0.01,02-10-2017
2017,10,3,1.31,03-10-2017
2017,10,4,4.21,04-10-2017
2017,10,5,9.39,05-10-2017
2017,10,6,7.59,06-10-2017
2017,10,7,0.92,07-10-2017
2017,10,8,1.56,08-10-2017
2017,10,9,0.45,09-10-2017
2017,10,10,3.9,10-10-2017
2017,10,11,5.76,11-10-2017
2017,10,12,3.82,12-10-2017
2017,10,13,5.7,13-10-2017
2017,10,14,2.74,14-10-2017
2017,10,15,0.48,15-10-2017
2017,10,16,0.19,16-10-2017
2017,10,17,1.76,17-10-2017
2017,10,18,0.09,18-10-2017
2017,10,19,0.02,19-10-2017
2017,10,20,0.08,20-10-2017
2017,10,21,9.75,21-10-2017
2017,10,22,0.33,22-10-2017
2017,10,23,0.07,23-10-2017
2017,10,24,0.14,24-10-2017
2017,10,25,1.27,25-10-2017
2017,10,26,5.97,26-10-2017
2017,10,27,7.83,27-10-2017
2017,10,28,4.07,28-10-2017
2017,10,29,0.13,29-10-2017
2017,10,30,4.22,30-10-2017
2017,10,31,2.71,31-10-2017
2017,11,1,4.4,01-11-2017
2017,11,2,5.94,02-11-2017
2017,11,3,1.77,03-11-2017
2017,11,4,3.88,04-11-2017
2017,11,5,5.28,05-11-2017
2017,11,6,5.68,06-11-2017
2017,11,7,2.69,07-11-2017
2017,11,8,26.88,08-11-2017
2017,11,9,0.21,09-11-2017
2017,11,10,0.18,10-11-2017
2017,11,11,0.07,11-11-2017
2017,11,12,0,12-11-2017
2017,11,13,1.7,13-11-2017
2017,11,14,2.35,14-11-2017
2017,11,15,1.08,15-11-2017
2017,11,16,0.11,16-11-2017
2017,11,17,0.04,17-11-2017
2017,11,18,0.17,18-11-2017
2017,11,19,0.46,19-11-2017
2017,11,20,0.28,20-11-2017
2017,11,21,3.88,21-11-2017
2017,11,22,0.69,22-11-2017
2017,11,23,0.03,23-11-2017
2017,11,24,0.01,24-11-2017
2017,11,25,0.11,25-11-2017
2017,11,26,5.34,26-11-2017
2017,11,27,6.46,27-11-2017
2017,11,28,1.58,28-11-2017
2017,11,29,6.73,29-11-2017
2017,11,30,50.86,30-11-2017
2017,12,1,26.02,01-12-2017
2017,12,2,1.65,02-12-2017
2017,12,3,0.86,03-12-2017
2017,12,4,0.07,04-12-2017
2017,12,5,0.03,05-12-2017
2017,12,6,0.11,06-12-2017
2017,12,7,0.05,07-12-2017
2017,12,8,0,08-12-2017
2017,12,9,0.01,09-12-2017
2017,12,10,0.01,10-12-2017
2017,12,11,0.01,11-12-2017
2017,12,12,0.02,12-12-2017
2017,12,13,0.79,13-12-2017
2017,12,14,0.01,14-12-2017
2017,12,15,0.05,15-12-2017
2017,12,16,0,16-12-2017
2017,12,17,0,17-12-2017
2017,12,18,0,18-12-2017
2017,12,19,0.23,19-12-2017
2017,12,20,0.2,20-12-2017
2017,12,21,2.51,21-12-2017
2017,12,22,0.14,22-12-2017
2017,12,23,0.01,23-12-2017
2017,12,24,0,24-12-2017
2017,12,25,0.02,25-12-2017
2017,12,26,0,26-12-2017
2017,12,27,0,27-12-2017
2017,12,28,0,28-12-2017
2017,12,29,0,29-12-2017
2017,12,30,0,30-12-2017
2017,12,31,0,31-12-2017
2018,1,1,0,01-01-2018
2018,1,2,0,02-01-2018
2018,1,3,0,03-01-2018
2018,1,4,0,04-01-2018
2018,1,5,0,05-01-2018
2018,1,6,0,06-01-2018
2018,1,7,0,07-01-2018
2018,1,8,0,08-01-2018
2018,1,9,2.89,09-01-2018
2018,1,10,2.03,10-01-2018
2018,1,11,0.37,11-01-2018
2018,1,12,0.01,12-01-2018
2018,1,13,0,13-01-2018
2018,1,14,0,14-01-2018
2018,1,15,0,15-01-2018
2018,1,16,0,16-01-2018
2018,1,17,0,17-01-2018
2018,1,18,0,18-01-2018
2018,1,19,0,19-01-2018
2018,1,20,0,20-01-2018
2018,1,21,0,21-01-2018
2018,1,22,0,22-01-2018
2018,1,23,0,23-01-2018
2018,1,24,0,24-01-2018
2018,1,25,0,25-01-2018
2018,1,26,0,26-01-2018
2018,1,27,0,27-01-2018
2018,1,28,0,28-01-2018
2018,1,29,0,29-01-2018
2018,1,30,0,30-01-2018
2018,1,31,0,31-01-2018
2018,2,1,0,01-02-2018
2018,2,2,0,02-02-2018
2018,2,3,0,03-02-2018
2018,2,4,0,04-02-2018
2018,2,5,0,05-02-2018
2018,2,6,0.7,06-02-2018
2018,2,7,12.24,07-02-2018
2018,2,8,5.89,08-02-2018
2018,2,9,0.16,09-02-2018
2018,2,10,0.02,10-02-2018
2018,2,11,0,11-02-2018
2018,2,12,0.01,12-02-2018
2018,2,13,0,13-02-2018
2018,2,14,0,14-02-2018
2018,2,15,0,15-02-2018
2018,2,16,0,16-02-2018
2018,2,17,0,17-02-2018
2018,2,18,0,18-02-2018
2018,2,19,0,19-02-2018
2018,2,20,0,20-02-2018
2018,2,21,0,21-02-2018
2018,2,22,0,22-02-2018
2018,2,23,0,23-02-2018
2018,2,24,0,24-02-2018
2018,2,25,0,25-02-2018
2018,2,26,0,26-02-2018
2018,2,27,0,27-02-2018
2018,2,28,0.09,28-02-2018
2018,3,1,1.34,01-03-2018
2018,3,2,0,02-03-2018
2018,3,3,0,03-03-2018
2018,3,4,0,04-03-2018
2018,3,5,0,05-03-2018
2018,3,6,0,06-03-2018
2018,3,7,0,07-03-2018
2018,3,8,0,08-03-2018
2018,3,9,0,09-03-2018
2018,3,10,0,10-03-2018
2018,3,11,0,11-03-2018
2018,3,12,0.35,12-03-2018
2018,3,13,2.66,13-03-2018
2018,3,14,1.05,14-03-2018
2018,3,15,0.97,15-03-2018
2018,3,16,0.84,16-03-2018
2018,3,17,1.01,17-03-2018
2018,3,18,3.33,18-03-2018
2018,3,19,0.37,19-03-2018
2018,3,20,0,20-03-2018
2018,3,21,0.02,21-03-2018
2018,3,22,0.05,22-03-2018
2018,3,23,2.16,23-03-2018
2018,3,24,0.64,24-03-2018
2018,3,25,0,25-03-2018
2018,3,26,0,26-03-2018
2018,3,27,0.01,27-03-2018
2018,3,28,0,28-03-2018
2018,3,29,0.01,29-03-2018
2018,3,30,0.32,30-03-2018
2018,3,31,2.75,31-03-2018
2018,4,1,2.36,01-04-2018
2018,4,2,0.16,02-04-2018
2018,4,3,0.19,03-04-2018
2018,4,4,0,04-04-2018
2018,4,5,0,05-04-2018
2018,4,6,0,06-04-2018
2018,4,7,0,07-04-2018
2018,4,8,0.15,08-04-2018
2018,4,9,0.51,09-04-2018
2018,4,10,3.54,10-04-2018
2018,4,11,1.41,11-04-2018
2018,4,12,0.29,12-04-2018
2018,4,13,2.18,13-04-2018
2018,4,14,3.86,14-04-2018
2018,4,15,5.47,15-04-2018
2018,4,16,1.2,16-04-2018
2018,4,17,0.09,17-04-2018
2018,4,18,0.02,18-04-2018
2018,4,19,0,19-04-2018
2018,4,20,0.55,20-04-2018
2018,4,21,0.26,21-04-2018
2018,4,22,0.3,22-04-2018
2018,4,23,0.01,23-04-2018
2018,4,24,0.02,24-04-2018
2018,4,25,0.33,25-04-2018
2018,4,26,1.49,26-04-2018
2018,4,27,2.13,27-04-2018
2018,4,28,0.01,28-04-2018
2018,4,29,0,29-04-2018
2018,4,30,5.28,30-04-2018
2018,5,1,5.82,01-05-2018
2018,5,2,6.27,02-05-2018
2018,5,3,3.43,03-05-2018
2018,5,4,9.37,04-05-2018
2018,5,5,5.74,05-05-2018
2018,5,6,2.64,06-05-2018
2018,5,7,0.88,07-05-2018
2018,5,8,5.09,08-05-2018
2018,5,9,27.77,09-05-2018
2018,5,10,11.31,10-05-2018
2018,5,11,1.32,11-05-2018
2018,5,12,3.27,12-05-2018
2018,5,13,3.43,13-05-2018
2018,5,14,4.09,14-05-2018
2018,5,15,1.95,15-05-2018
2018,5,16,1.41,16-05-2018
2018,5,17,0.39,17-05-2018
2018,5,18,1.3,18-05-2018
2018,5,19,0.86,19-05-2018
2018,5,20,0.63,20-05-2018
2018,5,21,0.81,21-05-2018
2018,5,22,1.65,22-05-2018
2018,5,23,1.83,23-05-2018
2018,5,24,5,24-05-2018
2018,5,25,23.47,25-05-2018
2018,5,26,2.67,26-05-2018
2018,5,27,2.22,27-05-2018
2018,5,28,5.37,28-05-2018
2018,5,29,0.8,29-05-2018
2018,5,30,0.03,30-05-2018
2018,5,31,0.09,31-05-2018
2018,6,1,0.84,01-06-2018
2018,6,2,0.48,02-06-2018
2018,6,3,1.83,03-06-2018
2018,6,4,3.04,04-06-2018
2018,6,5,1.45,05-06-2018
2018,6,6,0.31,06-06-2018
2018,6,7,0.47,07-06-2018
2018,6,8,0.45,08-06-2018
2018,6,9,1.24,09-06-2018
2018,6,10,0.71,10-06-2018
2018,6,11,2.16,11-06-2018
2018,6,12,0.82,12-06-2018
2018,6,13,1.13,13-06-2018
2018,6,14,0.28,14-06-2018
2018,6,15,0.32,15-06-2018
2018,6,16,5.24,16-06-2018
2018,6,17,0.14,17-06-2018
2018,6,18,0.3,18-06-2018
2018,6,19,0.24,19-06-2018
2018,6,20,0.42,20-06-2018
2018,6,21,0.57,21-06-2018
2018,6,22,0.32,22-06-2018
2018,6,23,0.07,23-06-2018
2018,6,24,0.01,24-06-2018
2018,6,25,0.09,25-06-2018
2018,6,26,0.36,26-06-2018
2018,6,27,0.99,27-06-2018
2018,6,28,0.31,28-06-2018
2018,6,29,0.77,29-06-2018
2018,6,30,11.12,30-06-2018
2018,7,1,10.27,01-07-2018
2018,7,2,10.57,02-07-2018
2018,7,3,6.67,03-07-2018
2018,7,4,0,04-07-2018
2018,7,5,0.02,05-07-2018
2018,7,6,0.56,06-07-2018
2018,7,7,0.18,07-07-2018
2018,7,8,0.44,08-07-2018
2018,7,9,1.81,09-07-2018
2018,7,10,2.93,10-07-2018
2018,7,11,1.76,11-07-2018
2018,7,12,0.42,12-07-2018
2018,7,13,0.96,13-07-2018
2018,7,14,0.24,14-07-2018
2018,7,15,2.88,15-07-2018
2018,7,16,3.32,16-07-2018
2018,7,17,0.46,17-07-2018
2018,7,18,0.73,18-07-2018
2018,7,19,0.59,19-07-2018
2018,7,20,0.53,20-07-2018
2018,7,21,0.23,21-07-2018
2018,7,22,0.06,22-07-2018
2018,7,23,0.15,23-07-2018
2018,7,24,1.07,24-07-2018
2018,7,25,1.86,25-07-2018
2018,7,26,0.17,26-07-2018
2018,7,27,0.05,27-07-2018
2018,7,28,0.5,28-07-2018
2018,7,29,0.2,29-07-2018
2018,7,30,0.25,30-07-2018
2018,7,31,1.3,31-07-2018
2018,8,1,0.15,01-08-2018
2018,8,2,2.27,02-08-2018
2018,8,3,6.05,03-08-2018
2018,8,4,1.87,04-08-2018
2018,8,5,0.13,05-08-2018
2018,8,6,0.31,06-08-2018
2018,8,7,0.55,07-08-2018
2018,8,8,2.35,08-08-2018
2018,8,9,0.97,09-08-2018
2018,8,10,1.07,10-08-2018
2018,8,11,0.18,11-08-2018
2018,8,12,0.93,12-08-2018
2018,8,13,1.15,13-08-2018
2018,8,14,2.2,14-08-2018
2018,8,15,7.71,15-08-2018
2018,8,16,3.96,16-08-2018
2018,8,17,0.58,17-08-2018
2018,8,18,0.17,18-08-2018
2018,8,19,0.09,19-08-2018
2018,8,20,0.05,20-08-2018
2018,8,21,0.03,21-08-2018
2018,8,22,0.01,22-08-2018
2018,8,23,0.31,23-08-2018
2018,8,24,6.49,24-08-2018
2018,8,25,0.94,25-08-2018
2018,8,26,3.06,26-08-2018
2018,8,27,6.05,27-08-2018
2018,8,28,1.42,28-08-2018
2018,8,29,1.7,29-08-2018
2018,8,30,6.21,30-08-2018
2018,8,31,4.38,31-08-2018
2018,9,1,6.79,01-09-2018
2018,9,2,0.13,02-09-2018
2018,9,3,0.04,03-09-2018
2018,9,4,0.03,04-09-2018
2018,9,5,0,05-09-2018
2018,9,6,0,06-09-2018
2018,9,7,0,07-09-2018
2018,9,8,0,08-09-2018
2018,9,9,0.65,09-09-2018
2018,9,10,8.14,10-09-2018
2018,9,11,0.51,11-09-2018
2018,9,12,0.06,12-09-2018
2018,9,13,0.95,13-09-2018
2018,9,14,4.39,14-09-2018
2018,9,15,2.66,15-09-2018
2018,9,16,5.9,16-09-2018
2018,9,17,0.43,17-09-2018
2018,9,18,0.01,18-09-2018
2018,9,19,2.02,19-09-2018
2018,9,20,0.18,20-09-2018
2018,9,21,0.06,21-09-2018
2018,9,22,0.51,22-09-2018
2018,9,23,6.85,23-09-2018
2018,9,24,11.74,24-09-2018
2018,9,25,5.77,25-09-2018
2018,9,26,1.92,26-09-2018
2018,9,27,26.22,27-09-2018
2018,9,28,13.54,28-09-2018
2018,9,29,13.48,29-09-2018
2018,9,30,7.2,30-09-2018
2018,10,1,5.66,01-10-2018
2018,10,2,6.2,02-10-2018
2018,10,3,6.45,03-10-2018
2018,10,4,8.15,04-10-2018
2018,10,5,8.53,05-10-2018
2018,10,6,10.66,06-10-2018
2018,10,7,4.98,07-10-2018
2018,10,8,18.63,08-10-2018
2018,10,9,5.75,09-10-2018
2018,10,10,0.05,10-10-2018
2018,10,11,0.02,11-10-2018
2018,10,12,0.02,12-10-2018
2018,10,13,1.21,13-10-2018
2018,10,14,11.25,14-10-2018
2018,10,15,2.26,15-10-2018
2018,10,16,7.53,16-10-2018
2018,10,17,2.15,17-10-2018
2018,10,18,0.61,18-10-2018
2018,10,19,1.84,19-10-2018
2018,10,20,3.5,20-10-2018
2018,10,21,2.26,21-10-2018
2018,10,22,2.44,22-10-2018
2018,10,23,0.17,23-10-2018
2018,10,24,0.58,24-10-2018
2018,10,25,0.71,25-10-2018
2018,10,26,0.02,26-10-2018
2018,10,27,0.04,27-10-2018
2018,10,28,0,28-10-2018
2018,10,29,0,29-10-2018
2018,10,30,0.11,30-10-2018
2018,10,31,1.88,31-10-2018
2018,11,1,7.27,01-11-2018
2018,11,2,10.18,02-11-2018
2018,11,3,13.34,03-11-2018
2018,11,4,1.42,04-11-2018
2018,11,5,0.47,05-11-2018
2018,11,6,0.21,06-11-2018
2018,11,7,0.11,07-11-2018
2018,11,8,0.89,08-11-2018
2018,11,9,0.49,09-11-2018
2018,11,10,0.01,10-11-2018
2018,11,11,0.02,11-11-2018
2018,11,12,0,12-11-2018
2018,11,13,0,13-11-2018
2018,11,14,0,14-11-2018
2018,11,15,8.53,15-11-2018
2018,11,16,41.74,16-11-2018
2018,11,17,0.08,17-11-2018
2018,11,18,2.17,18-11-2018
2018,11,19,2.53,19-11-2018
2018,11,20,2.46,20-11-2018
2018,11,21,0.46,21-11-2018
2018,11,22,4.04,22-11-2018
2018,11,23,7.12,23-11-2018
2018,11,24,2.14,24-11-2018
2018,11,25,0.06,25-11-2018
2018,11,26,0,26-11-2018
2018,11,27,0,27-11-2018
2018,11,28,1.02,28-11-2018
2018,11,29,10.09,29-11-2018
2018,11,30,1.33,30-11-2018
2018,12,1,0.27,01-12-2018
2018,12,2,0,02-12-2018
2018,12,3,1.18,03-12-2018
2018,12,4,5.32,04-12-2018
2018,12,5,0.54,05-12-2018
2018,12,6,1.08,06-12-2018
2018,12,7,0.1,07-12-2018
2018,12,8,0,08-12-2018
2018,12,9,0,09-12-2018
2018,12,10,0,10-12-2018
2018,12,11,0,11-12-2018
2018,12,12,0,12-12-2018
2018,12,13,0,13-12-2018
2018,12,14,0,14-12-2018
2018,12,15,0,15-12-2018
2018,12,16,0,16-12-2018
2018,12,17,0,17-12-2018
2018,12,18,0,18-12-2018
2018,12,19,0,19-12-2018
2018,12,20,0,20-12-2018
2018,12,21,0.06,21-12-2018
2018,12,22,1.01,22-12-2018
2018,12,23,2.55,23-12-2018
2018,12,24,0.28,24-12-2018
2018,12,25,0.02,25-12-2018
2018,12,26,0,26-12-2018
2018,12,27,0,27-12-2018
2018,12,28,0.01,28-12-2018
2018,12,29,0.03,29-12-2018
2018,12,30,0.01,30-12-2018
2018,12,31,0,31-12-2018
2019,1,1,0,01-01-2019
2019,1,2,0,02-01-2019
2019,1,3,0,03-01-2019
2019,1,4,0,04-01-2019
2019,1,5,0,05-01-2019
2019,1,6,0,06-01-2019
2019,1,7,0,07-01-2019
2019,1,8,0,08-01-2019
2019,1,9,0,09-01-2019
2019,1,10,0,10-01-2019
2019,1,11,0,11-01-2019
2019,1,12,0,12-01-2019
2019,1,13,0,13-01-2019
2019,1,14,0.08,14-01-2019
2019,1,15,0.9,15-01-2019
2019,1,16,0,16-01-2019
2019,1,17,0,17-01-2019
2019,1,18,0,18-01-2019
2019,1,19,0,19-01-2019
2019,1,20,0,20-01-2019
2019,1,21,0,21-01-2019
2019,1,22,0,22-01-2019
2019,1,23,0,23-01-2019
2019,1,24,0,24-01-2019
2019,1,25,0,25-01-2019
2019,1,26,0,26-01-2019
2019,1,27,0.02,27-01-2019
2019,1,28,0.02,28-01-2019
2019,1,29,0,29-01-2019
2019,1,30,0.01,30-01-2019
2019,1,31,0,31-01-2019
2019,2,1,0,01-02-2019
2019,2,2,0,02-02-2019
2019,2,3,0,03-02-2019
2019,2,4,0.03,04-02-2019
2019,2,5,0.03,05-02-2019
2019,2,6,0.01,06-02-2019
2019,2,7,0,07-02-2019
2019,2,8,0,08-02-2019
2019,2,9,2.18,09-02-2019
2019,2,10,2.45,10-02-2019
2019,2,11,0.15,11-02-2019
2019,2,12,0,12-02-2019
2019,2,13,0,13-02-2019
2019,2,14,0,14-02-2019
2019,2,15,0.08,15-02-2019
2019,2,16,0.02,16-02-2019
2019,2,17,0.11,17-02-2019
2019,2,18,0.13,18-02-2019
2019,2,19,0.34,19-02-2019
2019,2,20,0.13,20-02-2019
2019,2,21,0,21-02-2019
2019,2,22,0,22-02-2019
2019,2,23,0,23-02-2019
2019,2,24,0,24-02-2019
2019,2,25,0,25-02-2019
2019,2,26,0,26-02-2019
2019,2,27,0.01,27-02-2019
2019,2,28,0.07,28-02-2019
2019,3,1,0.44,01-03-2019
2019,3,2,1.03,02-03-2019
2019,3,3,0.01,03-03-2019
2019,3,4,0,04-03-2019
2019,3,5,0,05-03-2019
2019,3,6,0.54,06-03-2019
2019,3,7,0.66,07-03-2019
2019,3,8,0.01,08-03-2019
2019,3,9,2.03,09-03-2019
2019,3,10,0.88,10-03-2019
2019,3,11,0,11-03-2019
2019,3,12,0,12-03-2019
2019,3,13,0,13-03-2019
2019,3,14,0,14-03-2019
2019,3,15,0,15-03-2019
2019,3,16,0,16-03-2019
2019,3,17,0,17-03-2019
2019,3,18,0.01,18-03-2019
2019,3,19,0.01,19-03-2019
2019,3,20,0.01,20-03-2019
2019,3,21,0,21-03-2019
2019,3,22,0,22-03-2019
2019,3,23,0,23-03-2019
2019,3,24,0,24-03-2019
2019,3,25,0,25-03-2019
2019,3,26,0,26-03-2019
2019,3,27,0,27-03-2019
2019,3,28,0,28-03-2019
2019,3,29,0,29-03-2019
2019,3,30,0,30-03-2019
2019,3,31,0,31-03-2019
2019,4,1,0,01-04-2019
2019,4,2,0,02-04-2019
2019,4,3,0,03-04-2019
2019,4,4,0.01,04-04-2019
2019,4,5,0.06,05-04-2019
2019,4,6,0.01,06-04-2019
2019,4,7,0,07-04-2019
2019,4,8,0.01,08-04-2019
2019,4,9,0.06,09-04-2019
2019,4,10,0.02,10-04-2019
2019,4,11,0,11-04-2019
2019,4,12,0,12-04-2019
2019,4,13,0,13-04-2019
2019,4,14,0,14-04-2019
2019,4,15,0,15-04-2019
2019,4,16,2.49,16-04-2019
2019,4,17,5.73,17-04-2019
2019,4,18,1.67,18-04-2019
2019,4,19,5.12,19-04-2019
2019,4,20,11.1,20-04-2019
2019,4,21,1.58,21-04-2019
2019,4,22,9.07,22-04-2019
2019,4,23,4,23-04-2019
2019,4,24,0.39,24-04-2019
